text,emotion,processed_text
"bản thân em nghĩ là học lý thuyết quá nhiều , quá cứng , trong khi thực hành kỹ năng lại ít cho nên hiệu quả không nhiều , đa số sinh viên tự tìm tòi .",negative,bản thân nghĩ học lý thuyết nhiều cứng khi thực hành kỹ năng lại ít cho nên hiệu quả nhiều đa số sinh viên tự tìm tòi
còn thiếu bài giảng trên moodle .,negative,thiếu bài giảng moodle
giáo viên tận tình truyền đạt kiến thức .,positive,giáo viên tận tình truyền đạt kiến thức
giảng viên khuyến khích việc tự học và nghiên cứu ở sinh viên .,positive,giảng viên khuyến khích việc tự học nghiên cứu sinh viên
sinh viên dễ cảm thấy chán và ớn .,negative,sinh viên dễ cảm thấy chán ớn
cô nói rất nhỏ và rất đều rất dễ buồn ngủ cô hay đứng trên bục nói và không giao tiếp nhiều với sinh viên với cô vẽ sơ đồ mạch rất chi chít rất là rối và khó hiểu .,negative,cô nói nhỏ dễ buồn ngủ cô hay đứng bục nói giao tiếp nhiều sinh viên cô vẽ sơ đồ mạch chi chít rối khó hiểu
"thầy rất nhiệt tình , rất quan tâm sinh viên .",positive,thầy nhiệt tình quan tâm sinh viên
máy chiếu hơi mờ .,negative,máy chiếu hơi mờ
luôn luôn nguyên tắc và tương tác tốt đối với sinh viên .,positive,luôn luôn nguyên tắc tương tác tốt đối với sinh viên
"lúc ngày đầu tiên vào giới thiệu thì tự thầy nói rằng thầy không yêu cầu cao , học hành rất thoải mái với thầy , nhưng càng về sau cả lớp đều chịu thua với độ khó tính của thầy .",negative,lúc ngày đầu tiên vào giới thiệu thì tự thầy nói rằng thầy yêu cầu cao học hành thoải mái thầy nhưng càng về cả lớp chịu thua độ khó tính thầy
thầy dạy dễ hiểu và nhiệt tình .,positive,thầy dạy dễ hiểu nhiệt tình
"slide bài giảng còn khá nhiều chỗ sai sót , chưa thống nhất , rất mong giảng viên chỉnh sửa lại .",negative,slide bài giảng khá nhiều chỗ sai sót chưa thống nhất mong giảng viên chỉnh sửa lại
"có nhiều hoạt động thiết thực , cách nói hấp dẫn .",positive,nhiều hoạt động thiết thực cách nói hấp dẫn
lớp có 2 giảng viên hướng dẫn là cô wzjwz90 và thầy wzjwz91 .,neutral,lớp giảng viên hướng dẫn cô wzjwz thầy wzjwz
chỉ có việc đọc slide và chấm điểm không giải thích gì thêm .,negative,chỉ việc đọc slide chấm điểm giải thích gì thêm
giáo viên nhiệt tình .,positive,giáo viên nhiệt tình
mong nhà trường phân bố thời lượng môn học rõ ràng và khoa học hơn !,negative,mong nhà trường phân bố thời lượng môn học rõ ràng khoa học hơn
"dạy nhiệt tình dễ hiểu , đi học chuyên cần đầy đủ là điểm sẽ tốt và đề cô ra vừa sức học của sinh viên .",positive,dạy nhiệt tình dễ hiểu đi học chuyên cần đầy đủ điểm tốt đề cô ra vừa sức học sinh viên
thầy rất nhiệt tình giảng dạy và giúp đỡ sinh viên .,positive,thầy nhiệt tình giảng dạy giúp đỡ sinh viên
yêu cầu khá cao cho sinh viên về môn học .,negative,yêu cầu khá cao sinh viên về môn học
hiếm có giảng viên nào truyền đạt cảm hứng học tập và cả kiến thức bổ ích như thầy .,positive,hiếm giảng viên nào truyền đạt cảm hứng học tập cả kiến thức bổ ích như thầy
"kiến thức thu được là con số 0 , ngao ngán với bài tập cách giảng dạy của giảng viên .",negative,kiến thức thu con số ngao ngán bài tập cách giảng dạy giảng viên
"giảng viên cần linh hoạt , không cứng nhắc chỉ ngồi đọc slide , cần có cách giảng dạy phù hợp để sinh viên dễ tiếp thu hơn .",negative,giảng viên linh hoạt cứng nhắc chỉ ngồi đọc slide cách giảng dạy phù hợp để sinh viên dễ tiếp thu hơn
"nhiệt tình , nghiêm khắc .",positive,nhiệt tình nghiêm khắc
"không cho bài tập thêm , toàn sửa lại ví dụ trong slide và sửa khá nhanh , sinh viên khó theo kịp .",negative,bài tập thêm toàn sửa lại ví dụ slide sửa khá nhanh sinh viên khó theo kịp
giáo viên chưa chấm đúng điểm .,negative,giáo viên chưa chấm đúng điểm
"nói thuyết trình , nhưng thực ra các bạn chỉ lên đọc slide thôi , và kết quả , ai ở nhóm nào chỉ hiểu được nội dung của nhóm mình trình bày mà thôi .",negative,nói thuyết trình nhưng thực ra các chỉ lên đọc slide thôi kết quả ai nhóm nào chỉ hiểu nội dung nhóm trình bày mà thôi
phương pháp truyền đạt của cô hơi quan liêu bao cấp .,negative,phương pháp truyền đạt cô hơi quan liêu bao cấp
"dạy từng phần , vẽ từng đoạn mạch và lý giải chứ không giải thích chung cả hình chương 4 doubledot datapath .",negative,dạy từng phần vẽ từng đoạn mạch lý giải chứ giải thích chung cả hình chương doubledot datapath
"nhiệt tình , sửa một số lỗi phần speak , củng cố phần nghe - viết .",positive,nhiệt tình sửa một số lỗi phần speak củng cố phần nghe viết
thầy rất nhiệt tình và tâm huyết .,positive,thầy nhiệt tình tâm huyết
"quá nhiều lý thuyết , ít giải bài tập .",negative,nhiều lý thuyết ít giải bài tập
phương pháp giảng dạy không phù hợp với sinh viên .,negative,phương pháp giảng dạy phù hợp sinh viên
"theo em cần phải thêm thời gian học cho môn này , vì 2 tiết tuần không đủ để giảng viên truyền tải tốt nội dung cần thiết của một kỹ sư cần có .",negative,theo thêm thời gian học môn vì tiết tuần đủ để giảng viên truyền tải tốt nội dung cần thiết một kỹ sư
"giáo viên nhiệt tình , phương pháp giảng bài dễ hiểu .",positive,giáo viên nhiệt tình phương pháp giảng bài dễ hiểu
"em không học thầy này mà sao lại có khảo sát , em không rõ cho lắm .",negative,học thầy mà sao lại khảo sát rõ
"trong lúc giải bài tập cho đến khi giải xong bài tập , sinh viên không thế hiểu được tại sao ra được kết quả và cũng không biết kết quả nào là chính xác để ghi nhận .",negative,lúc giải bài tập đến khi giải xong bài tập sinh viên hiểu tại sao ra kết quả biết kết quả nào chính xác để ghi nhận
em quí thầy nhưng em phải nói với thầy một cách hài hước và chân thành rằng là việc điểm danh trên lớp không hiệu quả .,negative,quí thầy nhưng nói thầy một cách hài hước chân thành rằng việc điểm danh lớp hiệu quả
thầy nghỉ khá nhiều .,negative,thầy nghỉ khá nhiều
giảng không hiểu lắm .,negative,giảng hiểu
thầy hơi nghiêm túc và khó tính khiến sinh viên căng thẳng .,negative,thầy hơi nghiêm túc khó tính khiến sinh viên căng thẳng
bài tập cần đa dạng và sát với nội dung lý thuyết hơn .,negative,bài tập đa dạng sát nội dung lý thuyết hơn
thầy giải và hướng dẫn giải bài tập dễ hiểu .,positive,thầy giải hướng dẫn giải bài tập dễ hiểu
cô dạy vẫn còn hơi khó hiểu ạ .,negative,cô dạy vẫn hơi khó hiểu
"cô dạy lý thuyết ngắn gọn , bài tập thường xuyên !",positive,cô dạy lý thuyết ngắn gọn bài tập thường xuyên
giảng viên bỏ nhiều tiết học .,negative,giảng viên bỏ nhiều tiết học
"giảng viên dạy hay , giảng kỹ .",positive,giảng viên dạy hay giảng kỹ
"giảng viên dạy rất nhiệt tình , chỉ bảo tận tình .",positive,giảng viên dạy nhiệt tình chỉ bảo tận tình
thầy rất đúng giờ !,positive,thầy đúng giờ
dạy đầy đủ .,positive,dạy đầy đủ
thầy dạy hơi nhanh nên mong thầy dạy chậm lại và giảng kỹ hơn .,negative,thầy dạy hơi nhanh mong thầy dạy chậm lại giảng kỹ hơn
bài giảng hấp dẫn .,positive,bài giảng hấp dẫn
giảng viên nên cho nhiều bài tập và hướng dẫn kỹ cho sinh viên làm bài .,negative,giảng viên nhiều bài tập hướng dẫn kỹ sinh viên làm bài
ví dụ của thầy cũng chưa rõ ràng .,positive,ví dụ thầy chưa rõ ràng
"em rất hài lòng về phương pháp , cách giảng dạy cũng như cách thầy tiếp xúc với sinh viên .",positive,hài lòng về phương pháp cách giảng dạy như cách thầy tiếp xúc sinh viên
điều đó làm tăng áp lực cho sinh viên .,negative,điều làm tăng áp lực sinh viên
thầy cần tranh luận với sinh viên để sinh viên dễ nắm bắt kiến thức hơn .,negative,thầy tranh luận sinh viên để sinh viên dễ nắm bắt kiến thức hơn
"thầy có dặn nên up lên youtube , nhưng do mạng nhà yếu nên em nén lại up lên mediafire thì bị trừ điểm .",negative,thầy dặn up lên youtube nhưng do mạng nhà yếu nén lại up lên mediafire thì trừ điểm
"giảng dạy nhiệt tình , tận tâm , cách giảng dạy dễ hiểu .",positive,giảng dạy nhiệt tình tận tâm cách giảng dạy dễ hiểu
cần phải thống nhất nội dung học của lớp lý thuyết và thực hành .,negative,thống nhất nội dung học lớp lý thuyết thực hành
tài liệu của giảng viên đưa ra còn thiếu sót và nội dung tài liệu có nhiều sai sót .,negative,tài liệu giảng viên đưa ra thiếu sót nội dung tài liệu nhiều sai sót
"có thể biết được cách quản lý dữ liệu , có rất nhiều tài liệu tham khảo được giảng viên cập nhật .",positive,có thể biết cách quản lý dữ liệu nhiều tài liệu tham khảo giảng viên cập nhật
giảng viên đưa nhiều bài tập với mức độ từ dễ đến khó .,positive,giảng viên đưa nhiều bài tập mức độ dễ đến khó
cần phải có các thiết bị phục vụ cho môn học tốt hơn .,negative,các thiết bị phục vụ môn học tốt hơn
dạy rất hay và chi tiết .,positive,dạy hay chi tiết
thầy cung cấp nhiều kiến thức bổ ích .,positive,thầy cung cấp nhiều kiến thức bổ ích
giáo viên dạy chưa tốt .,negative,giáo viên dạy chưa tốt
đề cương đầy đủ .,positive,đề cương đầy đủ
dạy học nhiệt tình giải nhiều bài tập khó mà bọn em làm không ra .,positive,dạy học nhiệt tình giải nhiều bài tập khó mà bọn làm ra
làm sao vớt vát được .,negative,làm sao vớt vát
"giảng viên dạy nhiệt tình , đi đúng giờ , dạy dễ tiếp thu .",positive,giảng viên dạy nhiệt tình đi đúng giờ dạy dễ tiếp thu
"thông báo bài tập rất muộn và nhiều thay vì chia nhỏ và giao bài tập sớm , khiến sinh viên bị quá tải và chịu áp lực trong việc giải quyết bài tập .",negative,thông báo bài tập muộn nhiều thay vì chia nhỏ giao bài tập sớm khiến sinh viên quá tải chịu áp lực việc giải quyết bài tập
"có kinh nghiệm , khá nhiệt tình .",positive,kinh nghiệm khá nhiệt tình
nghỉ học không thông báo hoài .,negative,nghỉ học thông báo hoài
"dạy tận tình , hướng dẫn sinh viên cụ thể .",positive,dạy tận tình hướng dẫn sinh viên cụ thể
cố chấp .,negative,cố chấp
thầy còn hay đi muộn .,negative,thầy hay đi muộn
"trình độ chuyên môn , sự nhiệt tình trong giảng dạy .",positive,trình độ chuyên môn sự nhiệt tình giảng dạy
